"station_in","station_out","value","shortest_paths"
"小南门","临平路",31,6
"小南门","临沂新村",26,6
"小南门","临港大道",14,16
"小南门","九亭",212,14
"小南门","书院",2,15
"小南门","云台路",11,5
"小南门","云山路",62,7
"小南门","云锦路",7,9
"小南门","五洲大道",15,13
"小南门","五莲路",67,10
"小南门","五角场",15,12
"小南门","交通大学",32,6
"小南门","人民广场",282,4
"小南门","伊犁路",30,9
"小南门","佘山",106,16
"小南门","兆丰路",5,24
"小南门","光明路",2,25
"小南门","共富新村",27,16
"小南门","共康路",48,13
"小南门","凌兆新村",45,8
"小南门","凌空路",5,13
"小南门","刘行",18,21
"小南门","创新中路",5,10
"小南门","剑川路",15,18
"小南门","北新泾",30,11
"小南门","北桥",16,17
"小南门","北洋泾路",33,5
"小南门","华夏东路",31,11
"小南门","华夏中路",2,6
"小南门","华夏西路",22,9
"小南门","华宁路",5,21
"小南门","南京东路",60,4
"小南门","南京西路",67,5
"小南门","南浦大桥",1,3
"小南门","南翔",53,17
"小南门","南陈路",15,17
"小南门","博兴路",78,9
"小南门","友谊西路",2,18
"小南门","友谊路",5,19
"小南门","合川路",127,10
"小南门","同济大学",15,10
"小南门","后滩",1,6
"小南门","周浦东",18,8
"小南门","呼兰路",13,15
"小南门","唐镇",45,9
"小南门","商城路",559,1
"小南门","嘉善路",132,4
"小南门","嘉定北",25,22
"小南门","嘉定新城",19,19
"小南门","嘉定西",10,21
"小南门","四川北路",20,6
"小南门","四平路",16,9
"小南门","国权路",10,11
"小南门","国际客运中心",5,6
"小南门","场中路",30,15
"小南门","塘桥",37,4
"小南门","外环路",40,12
"小南门","外高桥保税区北",15,17
"小南门","外高桥保税区南",14,15
"小南门","大世界",76,3
"小南门","大华三路",79,12
"小南门","大场镇",10,14
"小南门","大木桥路",19,4
"小南门","大柏树",12,10
"小南门","大渡河路",19,10
"小南门","大连路",48,5
"小南门","天潼路",28,5
"小南门","威宁路",21,10
"小南门","娄山关路",67,9
"小南门","嫩江路",19,16
"小南门","宁国路",20,7
"小南门","安亭",11,23
"小南门","宋园路",14,8
"小南门","宜山路",202,7
"小南门","宝安公路",16,17
"小南门","宝山路",2,8
"小南门","宝杨路",7,18
"小南门","富锦路",16,19
"小南门","小南门",99,0
"小南门","岚皋路",35,10
"小南门","川沙",46,12
"小南门","巨峰路",48,11
"小南门","市光路",20,17
"小南门","常熟路",73,5
"小南门","广兰路",125,8
"小南门","延吉中路",30,13
"小南门","延安西路",38,8
"小南门","延长路",36,9
"小南门","张华浜",3,15
"小南门","张江高科",135,6
"小南门","彭浦新村",56,12
"小南门","徐家汇",360,6
"小南门","徐泾东",51,15
"小南门","御桥",15,8
"小南门","德平路",73,6
"小南门","惠南",20,13
"小南门","成山路",83,5
"小南门","打浦桥",453,3
"小南门","提篮桥",3,6
"小南门","文井路",2,22
"小南门","新场",15,11
"小南门","新天地",14,3
"小南门","新村路",74,11
"小南门","新江湾城",5,16
"小南门","新闸路",14,5
"小南门","昌吉东路",1,21
"小南门","昌平路",76,7
"小南门","星中路",83,11
"小南门","春申路",7,14
"小南门","曲阜路",41,5
"小南门","曲阳路",32,9
"小南门","曹杨路",63,9
"小南门","李子园路",28,13
"小南门","杨思",96,6
"小南门","杨树浦路",75,4
"小南门","杨高中路",299,3
"小南门","杨高北路",10,12
"小南门","杨高南路",12,7
"小南门","松江体育中心",54,20
"小南门","松江南站",7,22
"小南门","松江大学城",95,18
"小南门","松江新城",44,19
"小南门","枫桥路",55,10
"小南门","桂林路",246,8
"小南门","桃浦新村",44,16
"小南门","武威路",6,15
"小南门","武宁路",9,9
"小南门","殷高东路",1,15
"小南门","殷高西路",16,12
"小南门","民生路",41,4
"小南门","水产路",8,17
"小南门","水城路",17,10
"小南门","汉中路",22,6
"小南门","江月路",61,11
"小南门","江杨北路",4,21
"小南门","江浦公园",7,6
"小南门","江浦路",24,11
"小南门","江湾体育场",15,13
"小南门","江湾镇",17,11
"小南门","江苏路",71,7
"小南门","汶水路",22,11
"小南门","沈杜公路",132,13
"小南门","泗泾",113,15
"小南门","洞泾",19,17
"小南门","洲海路",9,14
"小南门","浦三路",20,9
"小南门","浦东国际机场",23,16
"小南门","浦东大道",111,3
"小南门","浦江镇",36,10
"小南门","浦电路",139,3
"小南门","海伦路",22,7
"小南门","海天三路",6,15
"小南门","淞发路",2,14
"小南门","淞滨路",7,16
"小南门","淞虹路",65,12
"小南门","港城路",8,18
"小南门","源深体育中心",82,3
"小南门","滴水湖",1,17
"小南门","漕宝路",55,8
"小南门","漕河泾开发区",264,9
"小南门","漕溪路",17,8
"小南门","潘广路",10,22
"小南门","灵岩南路",22,8
"小南门","爱国路",8,9
"小南门","申江路",4,14
"小南门","白银路",6,20
"小南门","真北路",24,11
"小南门","真如",31,11
"小南门","石龙路",18,10
"小南门","祁华路",4,19
"小南门","祁连山南路",21,12
"小南门","祁连山路",22,14
"小南门","紫藤路",4,13
"小南门","罗南新村",8,23
"小南门","罗山路",4,7
"小南门","美兰湖",29,24
"小南门","翔殷路",16,15
"小南门","耀华路",106,4
"小南门","老西门",25,2
"小南门","联航路",28,12
"小南门","肇嘉浜路",166,5
"小南门","航中路",5,14
"小南门","航头东",4,10
"小南门","航津路",17,16
"小南门","芦恒路",103,9
"小南门","花木路",48,6
"小南门","花桥",7,26
"小南门","芳华路",11,6
"小南门","莘庄",139,13
"小南门","莲花路",135,11
"小南门","蓝村路",58,4
"小南门","虹口足球场",104,8
"小南门","虹桥1号航站楼",8,13
"小南门","虹桥2号航站楼",15,13
"小南门","虹桥火车站",63,14
"小南门","虹桥路",28,7
"小南门","行知路",34,13
"小南门","衡山路",8,6
"小南门","西藏北路",36,7
"小南门","西藏南路",136,2
"小南门","豫园",5,3
"小南门","赤峰路",9,9
"小南门","远东大道",1,14
"小南门","通河新村",35,14
"小南门","邮电新村",6,8
"小南门","醉白池",27,21
"小南门","金京路",11,13
"小南门","金平路",6,20
"小南门","金桥路",80,8
"小南门","金沙江西路",6,14
"小南门","金沙江路",37,9
"小南门","金海路",13,15
"小南门","金科路",122,7
"小南门","金运路",30,15
"小南门","铁力路",4,20
"小南门","银都路",13,15
"小南门","锦江乐园",45,10
"小南门","锦绣路",10,7
"小南门","镇坪路",70,9
"小南门","长寿路",79,8
"小南门","长江南路",18,13
"小南门","长清路",44,5
"小南门","闵行开发区",15,23
"小南门","陆家嘴",198,4
"小南门","陆家浜路",140,1
"小南门","陕西南路",48,4
"小南门","隆德路",34,8
"小南门","隆昌路",13,8
"小南门","静安寺",158,6
"小南门","鞍山新村",26,10
"小南门","顾村公园",71,20
"小南门","颛桥",16,16
"小南门","马当路",134,2
"小南门","马陆",14,18
"小南门","高科西路",17,6
"小南门","高青路",21,8
"小南门","鲁班路",49,3
"小南门","鹤沙航城",46,9
"小南门","黄兴公园",12,14
"小南门","黄兴路",33,12
"小南门","黄陂南路",14,5
"小南门","龙华",25,8
"小南门","龙华中路",23,6
"小南门","龙柏新村",20,12
"小南门","龙溪路",12,11
"小南门","龙漕路",37,9
"小南门","龙耀路",10,8
"小南门","龙阳路",111,5
"岚皋路","七宝",52,12
"岚皋路","三林",7,12
"岚皋路","三林东",8,13
"岚皋路","三门路",5,12
"岚皋路","上南路",7,13
"岚皋路","上大路",101,6
"岚皋路","上海体育场",65,8
"岚皋路","上海体育馆",39,7
"岚皋路","上海儿童医学中心",7,13
"岚皋路","上海动物园",10,11
"岚皋路","上海南站",98,9
"岚皋路","上海大学",192,8
"岚皋路","上海汽车城",3,15
"岚皋路","上海游泳馆",1,7
"岚皋路","上海火车站",132,3
"岚皋路","上海科技馆",18,11
"岚皋路","上海西站",5,5
"岚皋路","上海赛车场",10,13
"岚皋路","上海野生动物园",2,20
"岚皋路","上海马戏城",7,6
"岚皋路","世纪公园",13,12
"岚皋路","世纪大道",60,10
"岚皋路","东安路",136,7
"岚皋路","东宝兴路",52,5
"岚皋路","东川路",19,19
"岚皋路","东方体育中心",3,11
"岚皋路","东昌路",58,9
"岚皋路","东明路",14,14
"岚皋路","东陆路",8,13
"岚皋路","东靖路",5,15
"岚皋路","中兴路",6,8
"岚皋路","中华艺术宫",5,11
"岚皋路","中山公园",173,4
"岚皋路","中山北路",7,4
"岚皋路","中春路",8,13
"岚皋路","中潭路",39,2
"岚皋路","丰庄",28,7
"岚皋路","临平路",38,6
"岚皋路","临沂新村",19,14
"岚皋路","九亭",43,14
"岚皋路","书院",1,23
"岚皋路","云台路",42,12
"岚皋路","云山路",14,15
"岚皋路","云锦路",1,9
"岚皋路","五莲路",9,15
"岚皋路","五角场",30,10
"岚皋路","交通大学",13,5
"岚皋路","人民广场",191,6
"岚皋路","伊犁路",16,8
"岚皋路","佘山",11,16
"岚皋路","兆丰路",2,17
"岚皋路","光明路",3,18
"岚皋路","共富新村",15,12
"岚皋路","共康路",15,9
"岚皋路","凌兆新村",10,12
"岚皋路","凌空路",3,21
"岚皋路","刘行",142,11
"岚皋路","创新中路",1,18
"岚皋路","剑川路",3,18
"岚皋路","北新泾",33,7
"岚皋路","北桥",7,17
"岚皋路","北洋泾路",15,13
"岚皋路","华夏东路",11,19
"岚皋路","华夏西路",7,14
"岚皋路","华宁路",6,21
"岚皋路","南京东路",135,7
"岚皋路","南京西路",104,5
"岚皋路","南浦大桥",23,11
"岚皋路","南翔",18,10
"岚皋路","南陈路",77,7
"岚皋路","博兴路",17,16
"岚皋路","友谊西路",2,14
"岚皋路","友谊路",18,17
"岚皋路","合川路",49,10
"岚皋路","同济大学",16,8
"岚皋路","后滩",17,9
"岚皋路","周浦东",5,16
"岚皋路","呼兰路",1,11
"岚皋路","唐镇",9,17
"岚皋路","商城路",56,11
"岚皋路","嘉善路",51,7
"岚皋路","嘉定北",7,15
"岚皋路","嘉定新城",5,12
"岚皋路","嘉定西",4,14
"岚皋路","四川北路",22,6
"岚皋路","四平路",21,7
"岚皋路","国权路",25,9
"岚皋路","国际客运中心",15,8
"岚皋路","场中路",186,5
"岚皋路","塘桥",51,12
"岚皋路","复兴岛",1,12
"岚皋路","外环路",15,12
"岚皋路","外高桥保税区北",5,20
"岚皋路","外高桥保税区南",5,18
"岚皋路","大世界",25,7
"岚皋路","大华三路",123,2
"岚皋路","大场镇",67,4
"岚皋路","大木桥路",23,8
"岚皋路","大柏树",42,8
"岚皋路","大渡河路",41,4
"岚皋路","大连路",64,7
"岚皋路","天潼路",24,7
"岚皋路","威宁路",37,6
"岚皋路","娄山关路",86,5
"岚皋路","嫩江路",15,14
"岚皋路","宁国路",16,9
"岚皋路","安亭",7,16
"岚皋路","宋园路",9,7
"岚皋路","宜山路",90,7
"岚皋路","宝安公路",7,13
"岚皋路","宝山路",48,4
"岚皋路","宝杨路",8,16
"岚皋路","富锦路",11,15
"岚皋路","小南门",32,10
"岚皋路","岚皋路",81,0
"岚皋路","川沙",18,20
"岚皋路","巨峰路",10,14
"岚皋路","市光路",11,15
"岚皋路","常熟路",277,5
"岚皋路","广兰路",37,16
"岚皋路","延吉中路",22,11
"岚皋路","延安西路",71,5
"岚皋路","延长路",12,5
"岚皋路","张华浜",2,13
"岚皋路","张江高科",75,14
"岚皋路","彭浦新村",8,8
"岚皋路","徐家汇",170,6
"岚皋路","徐泾东",93,11
"岚皋路","御桥",7,15
"岚皋路","德平路",14,14
"岚皋路","惠南",8,21
"岚皋路","惠南东",2,22
"岚皋路","成山路",26,12
"岚皋路","打浦桥",131,8
"岚皋路","提篮桥",5,8
"岚皋路","文井路",4,22
"岚皋路","新场",10,19
"岚皋路","新天地",3,7
"岚皋路","新村路",119,1
"岚皋路","新江湾城",3,14
"岚皋路","新闸路",12,5
"岚皋路","昌吉东路",2,14
"岚皋路","昌平路",230,3
"岚皋路","星中路",32,11
"岚皋路","春申路",7,14
"岚皋路","曲阜路",3,7
"岚皋路","曲阳路",11,7
"岚皋路","曹杨路",83,2
"岚皋路","李子园路",13,6
"岚皋路","杨思",34,12
"岚皋路","杨树浦路",40,8
"岚皋路","杨高中路",35,11
"岚皋路","杨高北路",8,15
"岚皋路","杨高南路",59,14
"岚皋路","松江体育中心",10,20
"岚皋路","松江大学城",37,18
"岚皋路","松江新城",12,19
"岚皋路","枫桥路",9,3
"岚皋路","桂林路",64,8
"岚皋路","桃浦新村",14,9
"岚皋路","武威路",1,8
"岚皋路","武宁路",60,3
"岚皋路","殷高西路",43,10
"岚皋路","民生路",13,12
"岚皋路","水产路",16,15
"岚皋路","水城路",15,9
"岚皋路","汉中路",16,4
"岚皋路","江月路",27,15
"岚皋路","江杨北路",10,19
"岚皋路","江浦公园",17,8
"岚皋路","江浦路",23,9
"岚皋路","江湾体育场",28,11
"岚皋路","江湾镇",54,9
"岚皋路","江苏路",79,4
"岚皋路","汶水路",4,7
"岚皋路","沈杜公路",33,17
"岚皋路","泗泾",13,15
"岚皋路","洞泾",8,17
"岚皋路","洲海路",1,17
"岚皋路","浦三路",2,14
"岚皋路","浦东国际机场",10,24
"岚皋路","浦东大道",50,9
"岚皋路","浦江镇",16,14
"岚皋路","浦电路",66,11
"岚皋路","海伦路",54,5
"岚皋路","海天三路",1,23
"岚皋路","淞发路",5,12
"岚皋路","淞滨路",22,14
"岚皋路","淞虹路",75,8
"岚皋路","港城路",3,21
"岚皋路","源深体育中心",9,11
"岚皋路","滴水湖",2,25
"岚皋路","漕宝路",55,8
"岚皋路","漕河泾开发区",121,9
"岚皋路","漕溪路",34,8
"岚皋路","潘广路",49,12
"岚皋路","灵岩南路",8,12
"岚皋路","爱国路",4,11
"岚皋路","申江路",4,17
"岚皋路","白银路",5,13
"岚皋路","真北路",39,5
"岚皋路","石龙路",25,10
"岚皋路","祁华路",17,9
"岚皋路","祁连山南路",45,6
"岚皋路","祁连山路",7,7
"岚皋路","紫藤路",3,12
"岚皋路","罗南新村",48,13
"岚皋路","罗山路",5,15
"岚皋路","美兰湖",164,14
"岚皋路","翔殷路",11,13
"岚皋路","耀华路",91,11
"岚皋路","老西门",17,8
"岚皋路","联航路",13,16
"岚皋路","肇嘉浜路",174,6
"岚皋路","航中路",4,13
"岚皋路","航头东",3,18
"岚皋路","航津路",4,19
"岚皋路","芦恒路",21,13
"岚皋路","花木路",118,14
"岚皋路","花桥",1,19
"岚皋路","芳华路",108,14
"岚皋路","莘庄",121,13
"岚皋路","莲花路",84,11
"岚皋路","蓝村路",32,12
"岚皋路","虹口足球场",82,6
"岚皋路","虹桥1号航站楼",9,10
"岚皋路","虹桥2号航站楼",15,9
"岚皋路","虹桥火车站",88,10
"岚皋路","虹桥路",63,6
"岚皋路","行知路",167,3
"岚皋路","衡山路",15,6
"岚皋路","西藏北路",5,7
"岚皋路","西藏南路",48,10
"岚皋路","豫园",22,8
"岚皋路","赤峰路",56,7
"岚皋路","远东大道",2,22
"岚皋路","通河新村",22,10
"岚皋路","邮电新村",19,6
"岚皋路","醉白池",7,21
"岚皋路","金京路",8,16
"岚皋路","金平路",5,20
"岚皋路","金桥路",12,16
"岚皋路","金沙江西路",10,8
"岚皋路","金沙江路",75,3
"岚皋路","金海路",12,18
"岚皋路","金科路",60,15
"岚皋路","金运路",62,9
"岚皋路","铁力路",5,18
"岚皋路","银都路",13,15
"岚皋路","锦江乐园",53,10
"岚皋路","锦绣路",64,15
"岚皋路","镇坪路",141,1
"岚皋路","长寿路",403,2
"岚皋路","长江南路",29,11
"岚皋路","长清路",80,10
"岚皋路","闵行开发区",10,23
"岚皋路","陆家嘴",192,8
"岚皋路","陆家浜路",66,9
"岚皋路","陕西南路",110,6
"岚皋路","隆德路",16,3
"岚皋路","隆昌路",22,10
"岚皋路","静安寺",639,4
"岚皋路","鞍山新村",12,8
"岚皋路","顾村公园",393,10
"岚皋路","颛桥",17,16
"岚皋路","马当路",64,9
"岚皋路","马陆",5,11
"岚皋路","高科西路",38,13
"岚皋路","高青路",24,15
"岚皋路","鲁班路",42,9
"岚皋路","鹤沙航城",2,17
"岚皋路","黄兴公园",11,12
"岚皋路","黄兴路",14,10
"岚皋路","黄陂南路",120,7
"岚皋路","龙华",2,8
"岚皋路","龙华中路",74,8
"岚皋路","龙柏新村",18,11
"岚皋路","龙溪路",23,10
"岚皋路","龙漕路",39,9
"岚皋路","龙耀路",2,10
"岚皋路","龙阳路",61,13
"川沙","七宝",56,24
"川沙","三林",10,13
"川沙","三林东",6,12
"川沙","三门路",6,22
"川沙","上南路",16,15
"川沙","上大路",6,26
"川沙","上海体育场",28,18
"川沙","上海体育馆",30,19
"川沙","上海儿童医学中心",49,13
"川沙","上海动物园",13,24
"川沙","上海南站",85,21
"川沙","上海图书馆",6,17
"川沙","上海大学",20,28
"川沙","上海汽车城",1,32
"川沙","上海游泳馆",2,18
"川沙","上海火车站",209,17
"川沙","上海科技馆",210,9
"川沙","上海西站",14,22
"川沙","上海赛车场",6,30
"川沙","上海野生动物园",2,14
"川沙","上海马戏城",34,20
"川沙","世纪公园",122,8
"川沙","世纪大道",444,10
"川沙","东安路",54,17
"川沙","东宝兴路",7,17
"川沙","东川路",10,31
"川沙","东方体育中心",10,14
"川沙","东昌路",315,11
"川沙","东明路",23,12
"川沙","东陆路",5,19
"川沙","东靖路",13,20
"川沙","中兴路",23,16
"川沙","中华艺术宫",4,14
"川沙","中山公园",116,18
"川沙","中山北路",15,18
"川沙","中春路",4,25
"川沙","中潭路",17,18
"川沙","丰庄",7,23
"川沙","临平路",40,14
"川沙","临沂新村",51,12
"川沙","临港大道",5,18
"川沙","九亭",50,26
"川沙","书院",2,17
"川沙","云台路",47,12
"川沙","云山路",22,15
"川沙","云锦路",3,16
"川沙","五洲大道",6,21
"川沙","五莲路",20,18
"川沙","五角场",26,20
"川沙","交通大学",14,18
"川沙","人民广场",288,14
"川沙","伊犁路",16,21
"川沙","佘山",22,28
"川沙","兆丰路",4,34
"川沙","光明路",6,35
"川沙","共富新村",26,26
"川沙","共康路",32,23
"川沙","凌兆新村",14,15
"川沙","凌空路",16,1
"川沙","刘行",6,31
"川沙","创新中路",11,2
"川沙","剑川路",2,30
"川沙","北新泾",44,21
"川沙","北桥",10,29
"川沙","北洋泾路",31,13
"川沙","华夏东路",82,1
"川沙","华夏西路",5,14
"川沙","华宁路",1,33
"川沙","南京东路",349,13
"川沙","南京西路",160,15
"川沙","南浦大桥",35,14
"川沙","南翔",18,27
"川沙","南陈路",7,27
"川沙","博兴路",18,17
"川沙","友谊西路",6,28
"川沙","友谊路",9,29
"川沙","合川路",37,22
"川沙","同济大学",22,18
"川沙","后滩",8,15
"川沙","周浦东",13,10
"川沙","呼兰路",10,25
"川沙","唐镇",140,3
"川沙","商城路",115,11
"川沙","嘉善路",33,16
"川沙","嘉定北",25,32
"川沙","嘉定新城",10,29
"川沙","嘉定西",9,31
"川沙","四川北路",37,15
"川沙","四平路",20,17
"川沙","国权路",20,19
"川沙","国际客运中心",6,15
"川沙","场中路",3,25
"川沙","塘桥",96,13
"川沙","复兴岛",1,18
"川沙","外环路",12,24
"川沙","外高桥保税区北",3,25
"川沙","外高桥保税区南",7,23
"川沙","大世界",33,15
"川沙","大华三路",29,22
"川沙","大场镇",4,24
"川沙","大木桥路",19,16
"川沙","大柏树",23,20
"川沙","大渡河路",11,20
"川沙","大连路",90,13
"川沙","天潼路",106,14
"川沙","威宁路",36,20
"川沙","娄山关路",146,19
"川沙","嫩江路",12,24
"川沙","宁国路",8,15
"川沙","安亭",10,33
"川沙","宋园路",13,20
"川沙","宜山路",70,19
"川沙","宝安公路",8,27
"川沙","宝山路",19,16
"川沙","宝杨路",6,28
"川沙","富锦路",13,29
"川沙","小南门",46,12
"川沙","岚皋路",19,20
"川沙","川沙",119,0
"川沙","巨峰路",18,19
"川沙","市光路",9,25
"川沙","常熟路",38,17
"川沙","广兰路",592,4
"川沙","延吉中路",13,21
"川沙","延安西路",22,19
"川沙","延长路",39,19
"川沙","张华浜",1,25
"川沙","张江高科",552,6
"川沙","彭浦新村",43,22
"川沙","徐家汇",76,18
"川沙","徐泾东",118,25
"川沙","御桥",7,10
"川沙","德平路",43,14
"川沙","惠南",5,15
"川沙","成山路",25,14
"川沙","打浦桥",73,15
"川沙","提篮桥",14,14
"川沙","文井路",5,34
"川沙","新场",10,13
"川沙","新天地",16,15
"川沙","新村路",24,21
"川沙","新江湾城",1,24
"川沙","新闸路",26,15
"川沙","昌吉东路",2,31
"川沙","昌平路",23,17
"川沙","星中路",9,23
"川沙","春申路",2,26
"川沙","曲阜路",18,15
"川沙","曲阳路",12,18
"川沙","曹杨路",49,19
"川沙","李子园路",11,23
"川沙","杨思",21,15
"川沙","杨树浦路",60,12
"川沙","杨高中路",74,11
"川沙","杨高北路",5,20
"川沙","杨高南路",58,10
"川沙","松江体育中心",20,32
"川沙","松江南站",1,34
"川沙","松江大学城",16,30
"川沙","松江新城",9,31
"川沙","枫桥路",24,20
"川沙","桂林路",76,20
"川沙","桃浦新村",14,26
"川沙","武威路",2,25
"川沙","武宁路",10,19
"川沙","殷高西路",18,22
"川沙","民生路",67,12
"川沙","水产路",5,27
"川沙","水城路",19,22
"川沙","汉中路",50,16
"川沙","江月路",16,18
"川沙","江杨北路",2,31
"川沙","江浦公园",14,14
"川沙","江浦路",16,19
"川沙","江湾体育场",44,21
"川沙","江湾镇",22,21
"川沙","江苏路",103,17
"川沙","汶水路",43,21
"川沙","沈杜公路",20,20
"川沙","泗泾",17,27
"川沙","洞泾",10,29
"川沙","洲海路",3,22
"川沙","浦三路",4,11
"川沙","浦东国际机场",644,4
"川沙","浦东大道",80,11
"川沙","浦江镇",15,17
"川沙","浦电路",253,11
"川沙","海伦路",38,15
"川沙","海天三路",198,3
"川沙","淞发路",4,24
"川沙","淞滨路",9,26
"川沙","淞虹路",100,22
"川沙","港城路",4,26
"川沙","源深体育中心",85,11
"川沙","滴水湖",5,19
"川沙","漕宝路",41,20
"川沙","漕河泾开发区",88,21
"川沙","漕溪路",5,20
"川沙","潘广路",1,32
"川沙","灵岩南路",14,15
"川沙","爱国路",3,17
"川沙","白银路",4,30
"川沙","真北路",23,21
"川沙","真如",10,21
"川沙","石龙路",8,22
"川沙","祁华路",1,29
"川沙","祁连山南路",10,22
"川沙","祁连山路",18,24
"川沙","紫藤路",4,25
"川沙","罗南新村",6,33
"川沙","罗山路",3,9
"川沙","美兰湖",19,34
"川沙","翔殷路",10,23
"川沙","耀华路",50,13
"川沙","老西门",26,14
"川沙","联航路",9,19
"川沙","肇嘉浜路",35,17
"川沙","航中路",5,26
"川沙","航头东",6,12
"川沙","航津路",9,24
"川沙","芦恒路",18,16
"川沙","花木路",92,8
"川沙","花桥",11,36
"川沙","芳华路",47,8
"川沙","莘庄",74,25
"川沙","莲花路",55,23
"川沙","蓝村路",85,12
"川沙","虹口足球场",41,18
"川沙","虹桥1号航站楼",8,24
"川沙","虹桥2号航站楼",32,23
"川沙","虹桥火车站",170,24
"川沙","虹桥路",22,19
"川沙","行知路",18,23
"川沙","衡山路",3,18
"川沙","西藏北路",30,17
"川沙","西藏南路",51,14
"川沙","豫园",55,14
"川沙","赤峰路",21,19
"川沙","远东大道",140,2
"川沙","通河新村",26,24
"川沙","邮电新村",10,16
"川沙","醉白池",14,33
"川沙","金平路",4,32
"川沙","金桥路",25,16
"川沙","金沙江西路",4,24
"川沙","金沙江路",26,19
"川沙","金科路",620,5
"川沙","金运路",16,25
"川沙","铁力路",2,30
"川沙","银都路",6,27
"川沙","锦江乐园",26,22
"川沙","锦绣路",49,9
"川沙","镇坪路",48,19
"川沙","长寿路",53,18
"川沙","长江南路",13,23
"川沙","长清路",35,14
"川沙","闵行开发区",2,35
"川沙","陆家嘴",317,12
"川沙","陆家浜路",75,13
"川沙","陕西南路",55,16
"川沙","隆德路",17,18
"川沙","隆昌路",9,16
"川沙","静安寺",198,16
"川沙","鞍山新村",6,18
"川沙","顾村公园",40,30
"川沙","颛桥",14,28
"川沙","马当路",28,14
"川沙","马陆",13,28
"川沙","高科西路",43,11
"川沙","高青路",18,13
"川沙","鲁班路",42,15
"川沙","鹤沙航城",15,11
"川沙","黄兴公园",8,22
"川沙","黄兴路",5,20
"川沙","黄陂南路",57,15
"川沙","龙华",6,17
"川沙","龙华中路",18,16
"川沙","龙柏新村",7,24
"川沙","龙溪路",9,23
"川沙","龙漕路",13,21
"川沙","龙耀路",5,15
"川沙","龙阳路",228,7
"巨峰路","七宝",22,23
"巨峰路","三林",4,18
"巨峰路","三门路",4,16
"巨峰路","上南路",38,18
"巨峰路","上大路",2,20
"巨峰路","上海体育场",56,17
"巨峰路","上海体育馆",47,18
"巨峰路","上海儿童医学中心",107,12
"巨峰路","上海动物园",10,22
"巨峰路","上海南站",41,20
"巨峰路","上海图书馆",21,15
"巨峰路","上海大学",9,22
"巨峰路","上海汽车城",5,27
"巨峰路","上海游泳馆",3,18
"巨峰路","上海火车站",175,11
"巨峰路","上海科技馆",27,10
"巨峰路","上海西站",6,17
"巨峰路","上海赛车场",9,25
"巨峰路","上海野生动物园",3,19
"巨峰路","上海马戏城",23,14
"巨峰路","世纪公园",44,11
"巨峰路","世纪大道",331,9
"巨峰路","东安路",42,16
"巨峰路","东宝兴路",6,11
"巨峰路","东川路",6,30
"巨峰路","东方体育中心",4,18
"巨峰路","东昌路",118,10
"巨峰路","东明路",60,15
"巨峰路","东陆路",31,1
"巨峰路","东靖路",41,1
"巨峰路","中兴路",34,12
"巨峰路","中华艺术宫",6,14
"巨峰路","中山公园",81,16
"巨峰路","中山北路",6,12
"巨峰路","中春路",7,24
"巨峰路","中潭路",43,12
"巨峰路","丰庄",9,19
"巨峰路","临平路",40,8
"巨峰路","临沂新村",92,13
"巨峰路","临港大道",3,23
"巨峰路","九亭",36,25
"巨峰路","书院",1,22
"巨峰路","云台路",25,15
"巨峰路","云山路",86,4
"巨峰路","云锦路",4,20
"巨峰路","五洲大道",127,2
"巨峰路","五莲路",92,1
"巨峰路","五角场",10,14
"巨峰路","交通大学",31,16
"巨峰路","人民广场",201,12
"巨峰路","伊犁路",50,19
"巨峰路","佘山",12,27
"巨峰路","兆丰路",1,29
"巨峰路","共富新村",17,20
"巨峰路","共康路",11,17
"巨峰路","凌兆新村",16,19
"巨峰路","凌空路",1,20
"巨峰路","刘行",4,25
"巨峰路","剑川路",4,29
"巨峰路","北新泾",16,19
"巨峰路","北桥",5,28
"巨峰路","北洋泾路",64,6
"巨峰路","华夏东路",7,18
"巨峰路","华夏西路",55,17
"巨峰路","华宁路",4,32
"巨峰路","南京东路",217,11
"巨峰路","南京西路",185,13
"巨峰路","南浦大桥",31,13
"巨峰路","南翔",16,22
"巨峰路","南陈路",2,21
"巨峰路","博兴路",74,2
"巨峰路","友谊西路",2,22
"巨峰路","友谊路",4,23
"巨峰路","合川路",39,21
"巨峰路","同济大学",20,12
"巨峰路","后滩",4,17
"巨峰路","周浦东",11,15
"巨峰路","呼兰路",3,19
"巨峰路","唐镇",3,16
"巨峰路","商城路",162,10
"巨峰路","嘉善路",35,15
"巨峰路","嘉定北",6,27
"巨峰路","嘉定新城",6,24
"巨峰路","嘉定西",9,26
"巨峰路","四川北路",77,10
"巨峰路","四平路",25,11
"巨峰路","国权路",18,13
"巨峰路","国际客运中心",148,9
"巨峰路","场中路",6,19
"巨峰路","塘桥",63,12
"巨峰路","复兴岛",44,2
"巨峰路","外环路",5,23
"巨峰路","外高桥保税区北",119,6
"巨峰路","外高桥保税区南",135,4
"巨峰路","大世界",80,13
"巨峰路","大华三路",11,16
"巨峰路","大场镇",1,18
"巨峰路","大木桥路",21,15
"巨峰路","大柏树",16,14
"巨峰路","大渡河路",8,16
"巨峰路","大连路",237,7
"巨峰路","天潼路",196,10
"巨峰路","威宁路",20,18
"巨峰路","娄山关路",74,17
"巨峰路","嫩江路",1,18
"巨峰路","宁国路",236,5
"巨峰路","安亭",7,28
