"station_in","station_out","value","shortest_paths"
"凌兆新村","上海游泳馆",91,5
"凌兆新村","上海火车站",115,13
"凌兆新村","上海科技馆",13,10
"凌兆新村","上海西站",14,13
"凌兆新村","上海赛车场",6,21
"凌兆新村","上海野生动物园",10,11
"凌兆新村","上海马戏城",41,16
"凌兆新村","世纪公园",9,9
"凌兆新村","世纪大道",68,10
"凌兆新村","东安路",24,8
"凌兆新村","东宝兴路",9,15
"凌兆新村","东川路",2,19
"凌兆新村","东方体育中心",24,1
"凌兆新村","东昌路",25,11
"凌兆新村","东明路",13,6
"凌兆新村","东陆路",3,19
"凌兆新村","东靖路",8,20
"凌兆新村","中兴路",70,12
"凌兆新村","中华艺术宫",58,5
"凌兆新村","中山公园",59,9
"凌兆新村","中山北路",19,14
"凌兆新村","中春路",7,13
"凌兆新村","中潭路",7,12
"凌兆新村","丰庄",9,14
"凌兆新村","临平路",10,14
"凌兆新村","临沂新村",33,7
"凌兆新村","临港大道",6,15
"凌兆新村","九亭",38,14
"凌兆新村","书院",7,14
"凌兆新村","云台路",19,5
"凌兆新村","云山路",13,15
"凌兆新村","云锦路",11,3
"凌兆新村","五洲大道",2,21
"凌兆新村","五莲路",15,18
"凌兆新村","五角场",34,18
"凌兆新村","交通大学",54,7
"凌兆新村","人民广场",455,10
"凌兆新村","伊犁路",50,10
"凌兆新村","佘山",12,16
"凌兆新村","兆丰路",2,25
"凌兆新村","光明路",2,26
"凌兆新村","共富新村",14,22
"凌兆新村","共康路",28,19
"凌兆新村","凌兆新村",68,0
"凌兆新村","凌空路",2,16
"凌兆新村","刘行",3,23
"凌兆新村","创新中路",3,13
"凌兆新村","剑川路",1,18
"凌兆新村","北新泾",11,12
"凌兆新村","北桥",2,17
"凌兆新村","北洋泾路",16,13
"凌兆新村","华夏东路",6,14
"凌兆新村","华夏西路",13,4
"凌兆新村","华宁路",4,21
"凌兆新村","南京东路",134,10
"凌兆新村","南京西路",105,10
"凌兆新村","南浦大桥",46,7
"凌兆新村","南翔",20,18
"凌兆新村","南陈路",4,19
"凌兆新村","博兴路",15,17
"凌兆新村","友谊西路",5,24
"凌兆新村","友谊路",11,25
"凌兆新村","合川路",33,10
"凌兆新村","同济大学",27,16
"凌兆新村","后滩",14,6
"凌兆新村","周浦东",8,7
"凌兆新村","呼兰路",14,21
"凌兆新村","唐镇",18,12
"凌兆新村","商城路",220,9
"凌兆新村","嘉善路",44,8
"凌兆新村","嘉定北",11,23
"凌兆新村","嘉定新城",7,20
"凌兆新村","嘉定西",11,22
"凌兆新村","四川北路",51,12
"凌兆新村","四平路",43,15
"凌兆新村","国权路",22,17
"凌兆新村","国际客运中心",34,12
"凌兆新村","场中路",20,17
"凌兆新村","塘桥",60,8
"凌兆新村","外环路",1,12
"凌兆新村","外高桥保税区北",12,25
"凌兆新村","外高桥保税区南",11,23
"凌兆新村","大世界",304,9
"凌兆新村","大华三路",19,14
"凌兆新村","大场镇",7,16
"凌兆新村","大木桥路",40,8
"凌兆新村","大柏树",24,16
"凌兆新村","大渡河路",15,11
"凌兆新村","大连路",28,13
"凌兆新村","天潼路",81,11
"凌兆新村","威宁路",16,11
"凌兆新村","娄山关路",60,10
"凌兆新村","嫩江路",28,22
"凌兆新村","宁国路",19,15
"凌兆新村","安亭",8,24
"凌兆新村","宋园路",17,9
"凌兆新村","宜山路",107,7
"凌兆新村","宝安公路",12,23
"凌兆新村","宝杨路",2,24
"凌兆新村","富锦路",10,25
"凌兆新村","小南门",37,8
"凌兆新村","岚皋路",13,12
"凌兆新村","川沙",10,15
"凌兆新村","巨峰路",9,19
"凌兆新村","市光路",34,23
"凌兆新村","常熟路",65,8
"凌兆新村","广兰路",38,11
"凌兆新村","延吉中路",35,19
"凌兆新村","延安西路",40,9
"凌兆新村","延长路",36,15
"凌兆新村","张华浜",1,21
"凌兆新村","张江高科",47,9
"凌兆新村","彭浦新村",21,18
"凌兆新村","徐家汇",198,6
"凌兆新村","徐泾东",72,16
"凌兆新村","御桥",37,5
"凌兆新村","德平路",15,14
"凌兆新村","惠南",19,12
"凌兆新村","惠南东",4,13
"凌兆新村","成山路",81,3
"凌兆新村","打浦桥",98,9
"凌兆新村","提篮桥",22,13
"凌兆新村","文井路",1,22
"凌兆新村","新场",12,10
"凌兆新村","新天地",41,9
"凌兆新村","新村路",13,13
"凌兆新村","新江湾城",5,22
"凌兆新村","新闸路",32,11
"凌兆新村","昌吉东路",2,22
"凌兆新村","昌平路",56,10
"凌兆新村","星中路",12,11
"凌兆新村","春申路",1,14
"凌兆新村","曲阜路",70,11
"凌兆新村","曲阳路",35,15
"凌兆新村","曹杨路",57,10
"凌兆新村","李子园路",21,14
"凌兆新村","杨思",64,2
"凌兆新村","杨树浦路",34,12
"凌兆新村","杨高中路",61,11
"凌兆新村","杨高北路",6,20
"凌兆新村","杨高南路",41,7
"凌兆新村","松江体育中心",8,20
"凌兆新村","松江南站",5,22
"凌兆新村","松江大学城",11,18
"凌兆新村","松江新城",5,19
"凌兆新村","枫桥路",37,11
"凌兆新村","桂林路",73,8
"凌兆新村","桃浦新村",13,17
"凌兆新村","武威路",9,16
"凌兆新村","武宁路",7,10
"凌兆新村","殷高东路",7,21
"凌兆新村","殷高西路",14,18
"凌兆新村","民生路",7,12
"凌兆新村","水产路",5,23
"凌兆新村","水城路",16,11
"凌兆新村","汉中路",56,12
"凌兆新村","江月路",182,3
"凌兆新村","江杨北路",3,27
"凌兆新村","江浦公园",9,14
"凌兆新村","江浦路",31,17
"凌兆新村","江湾体育场",37,19
"凌兆新村","江湾镇",20,17
"凌兆新村","江苏路",88,8
"凌兆新村","汶水路",49,17
"凌兆新村","沈杜公路",350,5
"凌兆新村","泗泾",7,15
"凌兆新村","洞泾",3,17
"凌兆新村","洲海路",7,22
"凌兆新村","浦三路",15,4
"凌兆新村","浦东国际机场",15,19
"凌兆新村","浦东大道",58,11
"凌兆新村","浦江镇",202,2
"凌兆新村","浦电路",146,10
"凌兆新村","海伦路",26,13
"凌兆新村","海天三路",2,18
"凌兆新村","淞发路",1,20
"凌兆新村","淞滨路",13,22
"凌兆新村","淞虹路",57,13
"凌兆新村","港城路",4,26
"凌兆新村","源深体育中心",34,11
"凌兆新村","滴水湖",9,16
"凌兆新村","漕宝路",24,8
"凌兆新村","漕河泾开发区",95,9
"凌兆新村","漕溪路",2,8
"凌兆新村","潘广路",1,24
"凌兆新村","灵岩南路",9,2
"凌兆新村","爱国路",2,17
"凌兆新村","申江路",4,22
"凌兆新村","白银路",4,21
"凌兆新村","真北路",25,12
"凌兆新村","真如",13,12
"凌兆新村","石龙路",2,10
"凌兆新村","祁华路",1,21
"凌兆新村","祁连山南路",11,13
"凌兆新村","祁连山路",22,15
"凌兆新村","紫藤路",1,14
"凌兆新村","罗南新村",4,25
"凌兆新村","罗山路",23,6
"凌兆新村","美兰湖",4,26
"凌兆新村","翔殷路",33,21
"凌兆新村","耀华路",128,4
"凌兆新村","老西门",136,8
"凌兆新村","联航路",153,4
"凌兆新村","肇嘉浜路",62,7
"凌兆新村","航中路",10,15
"凌兆新村","航头东",1,9
"凌兆新村","航津路",17,24
"凌兆新村","芦恒路",88,1
"凌兆新村","花木路",62,9
"凌兆新村","花桥",6,27
"凌兆新村","芳华路",48,9
"凌兆新村","莘庄",34,13
"凌兆新村","莲花路",24,11
"凌兆新村","蓝村路",45,9
"凌兆新村","虹口足球场",120,14
"凌兆新村","虹桥1号航站楼",8,14
"凌兆新村","虹桥2号航站楼",11,14
"凌兆新村","虹桥火车站",75,15
"凌兆新村","虹桥路",48,8
"凌兆新村","行知路",15,15
"凌兆新村","衡山路",7,7
"凌兆新村","西藏北路",68,13
"凌兆新村","西藏南路",229,6
"凌兆新村","豫园",101,9
"凌兆新村","赤峰路",9,15
"凌兆新村","远东大道",2,17
"凌兆新村","通河新村",26,20
"凌兆新村","邮电新村",12,14
"凌兆新村","醉白池",6,21
"凌兆新村","金京路",12,21
"凌兆新村","金平路",2,20
"凌兆新村","金桥路",25,16
"凌兆新村","金沙江西路",6,15
"凌兆新村","金沙江路",16,10
"凌兆新村","金海路",22,23
"凌兆新村","金科路",53,10
"凌兆新村","金运路",15,16
"凌兆新村","铁力路",3,26
"凌兆新村","银都路",2,15
"凌兆新村","锦江乐园",8,10
"凌兆新村","锦绣路",27,8
"凌兆新村","镇坪路",37,11
"凌兆新村","长寿路",69,11
"凌兆新村","长江南路",22,19
"凌兆新村","长清路",14,5
"凌兆新村","闵行开发区",4,23
"凌兆新村","陆家嘴",125,11
"凌兆新村","陆家浜路",177,7
"凌兆新村","陕西南路",115,9
"凌兆新村","隆德路",24,9
"凌兆新村","隆昌路",11,16
"凌兆新村","静安寺",169,9
"凌兆新村","鞍山新村",29,16
"凌兆新村","顾村公园",43,22
"凌兆新村","颛桥",4,16
"凌兆新村","马当路",37,8
"凌兆新村","马陆",5,19
"凌兆新村","高科西路",34,6
"凌兆新村","高青路",13,5
"凌兆新村","鲁班路",108,7
"凌兆新村","鹤沙航城",3,8
"凌兆新村","黄兴公园",14,20
"凌兆新村","黄兴路",34,18
"凌兆新村","黄陂南路",35,10
"凌兆新村","龙华",20,4
"凌兆新村","龙华中路",23,7
"凌兆新村","龙柏新村",13,13
"凌兆新村","龙溪路",16,12
"凌兆新村","龙漕路",3,9
"凌兆新村","龙耀路",10,2
"凌兆新村","龙阳路",30,8
"凌空路","七宝",8,25
"凌空路","三林",1,14
"凌空路","三门路",1,23
"凌空路","上南路",4,16
"凌空路","上大路",1,27
"凌空路","上海体育场",7,19
"凌空路","上海体育馆",5,20
"凌空路","上海儿童医学中心",13,14
"凌空路","上海动物园",4,25
"凌空路","上海南站",20,22
"凌空路","上海图书馆",1,18
"凌空路","上海大学",2,29
"凌空路","上海汽车城",1,33
"凌空路","上海火车站",49,18
"凌空路","上海科技馆",53,10
"凌空路","上海西站",1,23
"凌空路","上海赛车场",2,31
"凌空路","上海野生动物园",1,15
"凌空路","上海马戏城",10,21
"凌空路","世纪公园",20,9
"凌空路","世纪大道",82,11
"凌空路","东安路",15,18
"凌空路","东宝兴路",2,18
"凌空路","东川路",2,32
"凌空路","东昌路",63,12
"凌空路","东明路",4,13
"凌空路","东靖路",4,21
"凌空路","中兴路",5,17
"凌空路","中华艺术宫",1,15
"凌空路","中山公园",30,19
"凌空路","中山北路",6,19
"凌空路","中春路",2,26
"凌空路","中潭路",3,19
"凌空路","丰庄",3,24
"凌空路","临平路",8,15
"凌空路","临沂新村",8,13
"凌空路","九亭",5,27
"凌空路","云台路",10,13
"凌空路","云山路",1,16
"凌空路","云锦路",1,17
"凌空路","五洲大道",7,22
"凌空路","五莲路",3,19
"凌空路","五角场",6,21
"凌空路","交通大学",6,19
"凌空路","人民广场",47,15
"凌空路","伊犁路",2,22
"凌空路","佘山",3,29
"凌空路","兆丰路",2,35
"凌空路","共富新村",1,27
"凌空路","共康路",2,24
"凌空路","凌兆新村",4,16
"凌空路","凌空路",19,0
"凌空路","刘行",2,32
"凌空路","创新中路",2,3
"凌空路","剑川路",1,31
"凌空路","北新泾",8,22
"凌空路","北桥",1,30
"凌空路","北洋泾路",9,14
"凌空路","华夏东路",21,2
"凌空路","华夏西路",2,15
"凌空路","南京东路",76,14
"凌空路","南京西路",50,16
"凌空路","南浦大桥",11,15
"凌空路","南翔",4,28
"凌空路","博兴路",3,18
"凌空路","合川路",11,23
"凌空路","同济大学",3,19
"凌空路","周浦东",2,11
"凌空路","呼兰路",5,26
"凌空路","唐镇",39,4
"凌空路","商城路",26,12
"凌空路","嘉善路",10,17
"凌空路","嘉定北",3,33
"凌空路","嘉定新城",5,30
"凌空路","嘉定西",2,32
"凌空路","四川北路",14,16
"凌空路","四平路",5,18
"凌空路","国权路",4,20
"凌空路","国际客运中心",1,16
"凌空路","场中路",1,26
"凌空路","塘桥",15,14
"凌空路","外环路",3,25
"凌空路","外高桥保税区北",1,26
"凌空路","外高桥保税区南",2,24
"凌空路","大世界",7,16
"凌空路","大华三路",8,23
"凌空路","大场镇",1,25
"凌空路","大木桥路",7,17
"凌空路","大柏树",7,21
"凌空路","大渡河路",1,21
"凌空路","大连路",24,14
"凌空路","天潼路",19,15
"凌空路","威宁路",4,21
"凌空路","娄山关路",36,20
"凌空路","嫩江路",2,25
"凌空路","宁国路",3,16
"凌空路","安亭",2,34
"凌空路","宋园路",4,21
"凌空路","宜山路",12,20
"凌空路","宝安公路",4,28
"凌空路","宝山路",2,17
"凌空路","宝杨路",3,29
"凌空路","小南门",10,13
"凌空路","岚皋路",1,21
"凌空路","川沙",18,1
"凌空路","巨峰路",1,20
"凌空路","常熟路",5,18
"凌空路","广兰路",126,5
"凌空路","延吉中路",3,22
"凌空路","延安西路",5,20
"凌空路","延长路",10,20
"凌空路","张江高科",129,7
"凌空路","彭浦新村",10,23
"凌空路","徐家汇",19,19
"凌空路","徐泾东",24,26
"凌空路","御桥",2,11
"凌空路","德平路",10,15
"凌空路","成山路",9,15
"凌空路","打浦桥",21,16
"凌空路","提篮桥",3,15
"凌空路","文井路",1,35
"凌空路","新场",2,14
"凌空路","新天地",4,16
"凌空路","新村路",3,22
"凌空路","新江湾城",1,25
"凌空路","新闸路",7,16
"凌空路","昌吉东路",2,32
"凌空路","昌平路",4,18
"凌空路","星中路",6,24
"凌空路","曲阜路",4,16
"凌空路","曲阳路",3,19
"凌空路","曹杨路",7,20
"凌空路","李子园路",2,24
"凌空路","杨思",4,16
"凌空路","杨树浦路",17,13
"凌空路","杨高中路",11,12
"凌空路","杨高北路",3,21
"凌空路","杨高南路",6,11
"凌空路","松江体育中心",3,33
"凌空路","松江大学城",2,31
"凌空路","松江新城",1,32
"凌空路","枫桥路",7,21
"凌空路","桂林路",11,21
"凌空路","武威路",1,26
"凌空路","武宁路",2,20
"凌空路","殷高西路",1,23
"凌空路","民生路",20,13
"凌空路","水产路",1,28
"凌空路","水城路",1,23
"凌空路","汉中路",12,17
"凌空路","江月路",1,19
"凌空路","江浦公园",6,15
"凌空路","江浦路",4,20
"凌空路","江湾体育场",3,22
"凌空路","江湾镇",7,22
"凌空路","江苏路",21,18
"凌空路","汶水路",19,22
"凌空路","沈杜公路",4,21
"凌空路","泗泾",4,28
"凌空路","浦东国际机场",107,3
"凌空路","浦东大道",19,12
"凌空路","浦江镇",4,18
"凌空路","浦电路",51,12
"凌空路","海伦路",17,16
"凌空路","海天三路",14,2
"凌空路","淞滨路",1,27
"凌空路","淞虹路",19,23
"凌空路","源深体育中心",21,12
"凌空路","漕宝路",10,21
"凌空路","漕河泾开发区",24,22
"凌空路","漕溪路",1,21
"凌空路","灵岩南路",1,16
"凌空路","爱国路",1,18
"凌空路","申江路",1,23
"凌空路","白银路",1,31
"凌空路","真北路",5,22
"凌空路","真如",1,22
"凌空路","石龙路",3,23
"凌空路","祁华路",1,30
"凌空路","祁连山路",2,25
"凌空路","紫藤路",1,26
"凌空路","美兰湖",1,35
"凌空路","翔殷路",1,24
"凌空路","耀华路",9,14
"凌空路","老西门",5,15
"凌空路","联航路",1,20
"凌空路","肇嘉浜路",2,18
"凌空路","航中路",1,27
"凌空路","航头东",1,13
"凌空路","芦恒路",1,17
"凌空路","花木路",27,9
"凌空路","芳华路",9,9
"凌空路","莘庄",7,26
"凌空路","莲花路",12,24
"凌空路","蓝村路",16,13
"凌空路","虹口足球场",13,19
"凌空路","虹桥1号航站楼",3,25
"凌空路","虹桥2号航站楼",9,24
"凌空路","虹桥火车站",26,25
"凌空路","虹桥路",4,20
"凌空路","行知路",4,24
"凌空路","衡山路",3,19
"凌空路","西藏北路",5,18
"凌空路","西藏南路",6,15
"凌空路","豫园",16,15
"凌空路","赤峰路",6,20
"凌空路","远东大道",14,1
"凌空路","通河新村",1,25
"凌空路","邮电新村",3,17
"凌空路","醉白池",1,34
"凌空路","金平路",1,33
"凌空路","金桥路",5,17
"凌空路","金沙江路",5,20
"凌空路","金科路",129,6
"凌空路","金运路",5,26
"凌空路","铁力路",1,31
"凌空路","锦江乐园",2,23
"凌空路","锦绣路",11,10
"凌空路","镇坪路",4,20
"凌空路","长寿路",11,19
"凌空路","长江南路",1,24
"凌空路","长清路",7,15
"凌空路","陆家嘴",91,13
"凌空路","陆家浜路",8,14
"凌空路","陕西南路",18,17
"凌空路","隆德路",2,19
"凌空路","隆昌路",4,17
"凌空路","静安寺",53,17
"凌空路","顾村公园",9,31
"凌空路","颛桥",6,29
"凌空路","马当路",6,15
"凌空路","马陆",3,29
"凌空路","高科西路",8,12
"凌空路","高青路",2,14
"凌空路","鲁班路",10,16
"凌空路","黄兴公园",2,23
"凌空路","黄兴路",5,21
"凌空路","黄陂南路",14,16
"凌空路","龙华",1,18
"凌空路","龙华中路",8,17
"凌空路","龙柏新村",1,25
"凌空路","龙溪路",4,24
"凌空路","龙漕路",5,22
"凌空路","龙阳路",46,8
"刘行","七宝",24,23
"刘行","三林",2,23
"刘行","三林东",2,24
"刘行","三门路",2,23
"刘行","上南路",3,24
"刘行","上大路",31,5
"刘行","上海体育场",18,19
"刘行","上海体育馆",29,18
"刘行","上海儿童医学中心",6,24
"刘行","上海动物园",5,22
"刘行","上海南站",46,20
"刘行","上海图书馆",1,17
"刘行","上海大学",221,3
"刘行","上海游泳馆",1,18
"刘行","上海火车站",112,14
"刘行","上海科技馆",10,22
"刘行","上海西站",4,16
"刘行","上海赛车场",3,24
"刘行","上海野生动物园",1,31
"刘行","上海马戏城",1,17
"刘行","世纪大道",31,21
"刘行","东安路",38,18
"刘行","东宝兴路",38,16
"刘行","东川路",3,30
"刘行","东昌路",34,20
"刘行","东明路",11,25
"刘行","东陆路",1,24
"刘行","中兴路",1,19
"刘行","中华艺术宫",4,22
"刘行","中山公园",95,15
"刘行","中山北路",2,15
"刘行","中春路",3,24
"刘行","中潭路",19,13
"刘行","丰庄",9,18
"刘行","临平路",30,17
"刘行","临沂新村",7,25
"刘行","临港大道",3,35
"刘行","九亭",17,25
"刘行","云台路",7,23
"刘行","云山路",5,26
"刘行","云锦路",2,20
"刘行","五莲路",3,26
"刘行","五角场",18,21
"刘行","交通大学",15,16
"刘行","人民广场",177,17
"刘行","伊犁路",14,19
"刘行","佘山",12,27
"刘行","兆丰路",1,28
"刘行","光明路",1,29
"刘行","共富新村",1,23
"刘行","凌空路",4,32
"刘行","刘行",63,0
"刘行","创新中路",1,29
"刘行","剑川路",3,29
"刘行","北新泾",10,18
"刘行","北桥",4,28
"刘行","北洋泾路",5,24
"刘行","华夏东路",8,30
"刘行","华夏西路",3,25
"刘行","华宁路",3,32
"刘行","南京东路",95,18
"刘行","南京西路",96,16
"刘行","南浦大桥",16,22
"刘行","南翔",6,21
"刘行","南陈路",24,4
"刘行","博兴路",1,27
"刘行","友谊西路",1,25
"刘行","合川路",28,21
"刘行","同济大学",18,19
"刘行","后滩",2,20
"刘行","周浦东",5,27
"刘行","呼兰路",1,22
"刘行","唐镇",7,28
"刘行","商城路",31,22
"刘行","嘉善路",16,18
"刘行","嘉定北",4,26
"刘行","嘉定新城",1,23
"刘行","四川北路",12,17
"刘行","四平路",12,18
"刘行","国权路",5,20
"刘行","国际客运中心",4,19
"刘行","场中路",128,6
"刘行","塘桥",14,23
"刘行","复兴岛",1,23
"刘行","外环路",5,23
"刘行","外高桥保税区南",2,29
"刘行","大世界",18,18
"刘行","大华三路",152,9
"刘行","大场镇",59,7
"刘行","大木桥路",13,19
"刘行","大柏树",27,19
"刘行","大渡河路",29,15
"刘行","大连路",48,18
"刘行","天潼路",19,18
"刘行","威宁路",16,17
"刘行","娄山关路",85,16
"刘行","嫩江路",8,25
"刘行","宁国路",13,20
"刘行","安亭",3,27
"刘行","宋园路",4,18
"刘行","宜山路",72,18
"刘行","宝安公路",1,24
"刘行","宝山路",57,15
"刘行","小南门",16,21
"刘行","岚皋路",121,11
"刘行","川沙",5,31
"刘行","巨峰路",3,25
"刘行","市光路",3,26
"刘行","常熟路",106,16
"刘行","广兰路",18,27
"刘行","延吉中路",9,22
"刘行","延安西路",72,16
"刘行","延长路",4,16
"刘行","张江高科",34,25
"刘行","徐家汇",104,17
"刘行","徐泾东",26,22
"刘行","御桥",2,26
"刘行","德平路",6,25
"刘行","惠南",8,32
"刘行","成山路",7,23
"刘行","打浦桥",78,19
"刘行","提篮桥",11,19
"刘行","文井路",1,33
"刘行","新场",2,30
"刘行","新村路",199,10
"刘行","新江湾城",4,25
"刘行","新闸路",10,16
"刘行","昌吉东路",2,25
"刘行","昌平路",162,14
"刘行","星中路",17,22
"刘行","春申路",1,25
"刘行","曲阜路",4,18
"刘行","曲阳路",1,18
"刘行","曹杨路",91,13
"刘行","李子园路",3,17
"刘行","杨思",5,23
"刘行","杨树浦路",18,19
"刘行","杨高中路",17,22
"刘行","杨高北路",2,26
"刘行","杨高南路",18,25
"刘行","松江体育中心",2,31
"刘行","松江大学城",10,29
"刘行","松江新城",5,30
"刘行","枫桥路",11,14
"刘行","桂林路",59,19
"刘行","桃浦新村",3,20
"刘行","武宁路",43,14
"刘行","殷高西路",3,21
"刘行","民生路",9,23
"刘行","水城路",7,20
"刘行","汉中路",15,15
"刘行","江月路",3,26
"刘行","江浦公园",3,19
"刘行","江浦路",13,20
"刘行","江湾体育场",12,22
"刘行","江湾镇",11,20
"刘行","江苏路",66,15
"刘行","汶水路",2,18
"刘行","沈杜公路",18,28
"刘行","泗泾",11,26
"刘行","洞泾",12,28
"刘行","洲海路",1,28
"刘行","浦三路",3,25
"刘行","浦东国际机场",11,35
"刘行","浦东大道",27,20
"刘行","浦江镇",3,25
"刘行","浦电路",61,22
"刘行","海伦路",43,16
"刘行","海天三路",1,34
"刘行","淞滨路",1,25
"刘行","淞虹路",61,19
"刘行","港城路",1,32
"刘行","源深体育中心",10,22
"刘行","漕宝路",37,19
"刘行","漕河泾开发区",100,20
"刘行","漕溪路",24,19
"刘行","潘广路",4,1
"刘行","爱国路",2,22
"刘行","申江路",2,28
"刘行","真北路",42,16
"刘行","真如",6,15
"刘行","石龙路",5,21
"刘行","祁华路",18,2
"刘行","祁连山南路",18,17
"刘行","祁连山路",3,18
"刘行","罗南新村",72,2
"刘行","罗山路",1,26
"刘行","美兰湖",128,3
"刘行","翔殷路",4,24
"刘行","耀华路",32,22
"刘行","老西门",11,19
"刘行","联航路",4,27
"刘行","肇嘉浜路",94,17
"刘行","航津路",3,30
"刘行","芦恒路",10,24
"刘行","花木路",28,25
"刘行","花桥",4,30
"刘行","芳华路",42,25
"刘行","莘庄",37,24
"刘行","莲花路",45,22
"刘行","蓝村路",12,23
"刘行","虹口足球场",49,17
"刘行","虹桥1号航站楼",7,21
"刘行","虹桥2号航站楼",10,20
"刘行","虹桥火车站",37,21
"刘行","虹桥路",63,17
"刘行","行知路",207,8
"刘行","衡山路",3,17
"刘行","西藏北路",7,18
"刘行","西藏南路",29,21
"刘行","豫园",13,19
"刘行","赤峰路",25,18
"刘行","远东大道",1,33
"刘行","邮电新村",9,17
"刘行","醉白池",4,32
"刘行","金京路",3,27
"刘行","金平路",1,31
"刘行","金桥路",6,27
"刘行","金沙江西路",7,19
"刘行","金沙江路",52,14
"刘行","金海路",7,29
"刘行","金科路",24,26
"刘行","金运路",19,20
"刘行","铁力路",2,29
"刘行","银都路",7,26
"刘行","锦江乐园",16,21
"刘行","锦绣路",13,26
"刘行","镇坪路",146,12
"刘行","长寿路",364,13
"刘行","长江南路",12,22
"刘行","长清路",10,21
"刘行","闵行开发区",1,34
"刘行","陆家嘴",77,19
"刘行","陆家浜路",30,20
"刘行","陕西南路",74,17
"刘行","隆德路",13,14
"刘行","隆昌路",13,21
"刘行","静安寺",313,15
"刘行","鞍山新村",9,19
"刘行","顾村公园",67,1
"刘行","颛桥",7,27
"刘行","马当路",30,20
"刘行","高科西路",8,24
"刘行","高青路",6,26
"刘行","鲁班路",39,20
"刘行","黄兴公园",8,23
"刘行","黄兴路",6,21
"刘行","黄陂南路",77,18
"刘行","龙华中路",30,19
"刘行","龙柏新村",10,22
"刘行","龙溪路",4,21
"刘行","龙漕路",19,20
"刘行","龙阳路",34,24
"创新中路","七宝",6,22
"创新中路","三林",1,11
"创新中路","三林东",1,10
"创新中路","上南路",3,13
"创新中路","上大路",2,24
"创新中路","上海体育场",3,16
"创新中路","上海体育馆",6,17
"创新中路","上海儿童医学中心",9,11
"创新中路","上海南站",14,19
"创新中路","上海大学",2,26
"创新中路","上海汽车城",1,30
"创新中路","上海游泳馆",1,16
"创新中路","上海火车站",27,15
"创新中路","上海科技馆",38,7
"创新中路","上海西站",2,20
"创新中路","上海赛车场",1,28
"创新中路","上海野生动物园",1,12
"创新中路","上海马戏城",7,18
"创新中路","世纪公园",16,6
"创新中路","世纪大道",55,8
"创新中路","东安路",3,15
"创新中路","东宝兴路",2,15
"创新中路","东川路",2,29
"创新中路","东昌路",48,9
"创新中路","东明路",1,10
"创新中路","东陆路",1,17
"创新中路","东靖路",2,18
"创新中路","中兴路",3,14
"创新中路","中华艺术宫",1,12
"创新中路","中山公园",13,16
"创新中路","中山北路",8,16
"创新中路","中春路",2,23
"创新中路","中潭路",3,16
"创新中路","丰庄",3,21
"创新中路","临沂新村",10,10
"创新中路","九亭",12,24
"创新中路","云台路",3,10
"创新中路","云山路",5,13
"创新中路","五莲路",3,16
"创新中路","五角场",2,18
"创新中路","交通大学",1,16
"创新中路","人民广场",29,12
"创新中路","伊犁路",1,19
"创新中路","佘山",1,26
"创新中路","兆丰路",1,32
"创新中路","共富新村",1,24
"创新中路","共康路",7,21
"创新中路","凌空路",2,3
"创新中路","创新中路",10,0
"创新中路","剑川路",3,28
"创新中路","北新泾",5,19
"创新中路","北洋泾路",2,11
"创新中路","华夏东路",6,1
"创新中路","华夏西路",1,12
"创新中路","南京东路",48,11
"创新中路","南京西路",17,13
"创新中路","南浦大桥",2,12
"创新中路","南翔",1,25
"创新中路","合川路",7,20
"创新中路","后滩",3,13
"创新中路","周浦东",2,8
"创新中路","唐镇",7,1
"创新中路","商城路",17,9
"创新中路","嘉善路",4,14
"创新中路","嘉定北",3,30
"创新中路","嘉定新城",1,27
"创新中路","四川北路",9,13
"创新中路","四平路",3,15
"创新中路","国权路",3,17
"创新中路","场中路",3,23
"创新中路","塘桥",16,11
"创新中路","外环路",4,22
"创新中路","大世界",11,13
"创新中路","大华三路",4,20
"创新中路","大场镇",1,22
"创新中路","大木桥路",4,14
"创新中路","大柏树",2,18
"创新中路","大连路",11,11
"创新中路","天潼路",13,12
"创新中路","威宁路",8,18
"创新中路","娄山关路",25,17
"创新中路","嫩江路",1,22
"创新中路","安亭",1,31
"创新中路","宋园路",1,18
"创新中路","宜山路",13,17
"创新中路","宝安公路",1,25
"创新中路","宝山路",1,14
"创新中路","富锦路",4,27
"创新中路","小南门",3,10
"创新中路","岚皋路",2,18
"创新中路","川沙",12,2
"创新中路","巨峰路",1,17
"创新中路","市光路",2,23
"创新中路","常熟路",1,15
"创新中路","广兰路",36,2
"创新中路","延吉中路",1,19
"创新中路","延安西路",2,17
"创新中路","延长路",3,17
"创新中路","张华浜",1,23
"创新中路","张江高科",43,4
"创新中路","彭浦新村",7,20
"创新中路","徐家汇",11,16
"创新中路","徐泾东",21,23
"创新中路","御桥",1,8
"创新中路","德平路",3,12
"创新中路","惠南",1,13
"创新中路","成山路",5,12
"创新中路","打浦桥",9,13
"创新中路","提篮桥",5,12
"创新中路","新场",2,11
"创新中路","新村路",1,19
"创新中路","新江湾城",2,22
"创新中路","新闸路",3,13
"创新中路","昌平路",2,15
"创新中路","星中路",2,21
"创新中路","曲阜路",2,13
"创新中路","曲阳路",3,16
"创新中路","曹杨路",8,17
"创新中路","李子园路",1,21
"创新中路","杨思",6,13
"创新中路","杨树浦路",8,10
"创新中路","杨高中路",12,9
"创新中路","杨高南路",10,8
